,reaction_id,rxn_smiles,products_run,PatentNumber
214,142109,[C:1](=[O:2])([O:3][c:4]1[cH:5][c:6]2[c:7]([cH:8][n:9][n:10]2-[c:11]2[c:12]([Cl:13])[cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[cH:20][n:21]2)[cH:22][cH:23]1)[O:24][CH3:25].[N+:26]([O-:27])([OH:28])=[O:29]>S(=O)(=O)(O)O>[C:1](=[O:2])([O:3][c:4]1[cH:5][c:6]2[c:7]([cH:8][n:9][n:10]2-[c:11]2[c:12]([Cl:13])[cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[cH:20][n:21]2)[cH:22][c:23]1[N+:26]([O-:28])=[O:29])[O:24][CH3:25],[C:1](=[O:2])([O:3][c:4]1[cH:5][c:6]2[c:7]([cH:8][n:9][n:10]2-[c:11]2[c:12]([Cl:13])[cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[cH:20][n:21]2)[cH:22][c:23]1[N+:26]([O-:28])=[O:29])[O:24][CH3:25].[C:1](=[O:2])([O:3][c:4]1[c:5]([N+:26]([O-:28])=[O:29])[c:6]2[c:7]([cH:8][n:9][n:10]2-[c:11]2[c:12]([Cl:13])[cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[cH:20][n:21]2)[cH:22][cH:23]1)[O:24][CH3:25].[C:1](=[O:2])([O:3][c:4]1[cH:5][c:6]2[c:7]([c:8]([N+:26]([O-:28])=[O:29])[n:9][n:10]2-[c:11]2[c:12]([Cl:13])[cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[cH:20][n:21]2)[cH:22][cH:23]1)[O:24][CH3:25].[C:1](=[O:2])([O:3][c:4]1[cH:5][c:6]2[c:7]([cH:8][n:9][n:10]2-[c:11]2[c:12]([Cl:13])[cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[cH:20][n:21]2)[c:22]([N+:26]([O-:28])=[O:29])[cH:23]1)[O:24][CH3:25].[C:1](=[O:2])([O:3][c:4]1[cH:5][c:6]2[c:7]([cH:8][n:9][n:10]2-[c:11]2[c:12]([Cl:13])[c:14]([N+:26]([O-:28])=[O:29])[c:15]([C:16]([F:17])([F:18])[F:19])[cH:20][n:21]2)[cH:22][cH:23]1)[O:24][CH3:25].[C:1](=[O:2])([O:3][c:4]1[cH:5][c:6]2[c:7]([cH:8][n:9][n:10]2-[c:11]2[c:12]([Cl:13])[cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[c:20]([N+:26]([O-:28])=[O:29])[n:21]2)[cH:22][cH:23]1)[O:24][CH3:25],US05266556
215,142110,[Cl:1][c:2]1[cH:3][c:4]([C:5]([F:6])([F:7])[F:8])[cH:9][c:10]([Cl:11])[c:12]1-[n:13]1[c:14]2[c:15]([cH:16][cH:17][c:18]([C:19]([O:20][CH2:21][CH3:22])=[O:23])[cH:24]2)[cH:25][n:26]1.[N+:27]([O-:28])([OH:29])=[O:30]>S(=O)(=O)(O)O>[Cl:1][c:2]1[cH:3][c:4]([C:5]([F:6])([F:7])[F:8])[cH:9][c:10]([Cl:11])[c:12]1-[n:13]1[c:14]2[c:15]([cH:16][c:17]([N+:27]([O-:29])=[O:30])[c:18]([C:19]([O:20][CH2:21][CH3:22])=[O:23])[cH:24]2)[cH:25][n:26]1,[Cl:1][c:2]1[cH:3][c:4]([C:5]([F:6])([F:7])[F:8])[cH:9][c:10]([Cl:11])[c:12]1-[n:13]1[c:14]2[c:15]([cH:16][c:17]([N+:27]([O-:29])=[O:30])[c:18]([C:19]([O:20][CH2:21][CH3:22])=[O:23])[cH:24]2)[cH:25][n:26]1.[Cl:1][c:2]1[cH:3][c:4]([C:5]([F:6])([F:7])[F:8])[c:9]([N+:27]([O-:29])=[O:30])[c:10]([Cl:11])[c:12]1-[n:13]1[c:14]2[c:15]([cH:16][cH:17][c:18]([C:19]([O:20][CH2:21][CH3:22])=[O:23])[cH:24]2)[cH:25][n:26]1.[Cl:1][c:2]1[cH:3][c:4]([C:5]([F:6])([F:7])[F:8])[cH:9][c:10]([Cl:11])[c:12]1-[n:13]1[c:14]2[c:15]([cH:16][cH:17][c:18]([C:19]([O:20][CH2:21][CH3:22])=[O:23])[c:24]2[N+:27]([O-:29])=[O:30])[cH:25][n:26]1.[Cl:1][c:2]1[cH:3][c:4]([C:5]([F:6])([F:7])[F:8])[cH:9][c:10]([Cl:11])[c:12]1-[n:13]1[c:14]2[c:15]([c:16]([N+:27]([O-:29])=[O:30])[cH:17][c:18]([C:19]([O:20][CH2:21][CH3:22])=[O:23])[cH:24]2)[cH:25][n:26]1.[Cl:1][c:2]1[cH:3][c:4]([C:5]([F:6])([F:7])[F:8])[cH:9][c:10]([Cl:11])[c:12]1-[n:13]1[c:14]2[c:15]([cH:16][cH:17][c:18]([C:19]([O:20][CH2:21][CH3:22])=[O:23])[cH:24]2)[c:25]([N+:27]([O-:29])=[O:30])[n:26]1,US05266556
216,142417,[CH2:1]([c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:7][cH:8]1)[CH3:9].[N+:10]([O-:11])([OH:12])=[O:13]>C(OC(=O)C)(=O)C>[CH2:1]([c:2]1[cH:3][cH:4][c:5]([NH2:6])[c:7]([N+:10]([O-:12])=[O:13])[cH:8]1)[CH3:9],[CH2:1]([c:2]1[cH:3][cH:4][c:5]([NH2:6])[c:7]([N+:10]([O-:12])=[O:13])[cH:8]1)[CH3:9].[CH2:1]([c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:7][c:8]1[N+:10]([O-:12])=[O:13])[CH3:9],US05270309
217,143705,[F:1][c:2]1[cH:3][cH:4][c:5]([F:6])[cH:7][c:8]1-[c:9]1[cH:10][c:11]([C:12]([F:13])([F:14])[F:15])[n:16]([CH3:17])[n:18]1.[N+:19]([O-:20])([OH:21])=[O:22]>>[F:1][c:2]1[cH:3][c:4]([N+:19]([O-:21])=[O:22])[c:5]([F:6])[cH:7][c:8]1-[c:9]1[cH:10][c:11]([C:12]([F:13])([F:14])[F:15])[n:16]([CH3:17])[n:18]1,[F:1][c:2]1[cH:3][c:4]([N+:19]([O-:21])=[O:22])[c:5]([F:6])[cH:7][c:8]1-[c:9]1[cH:10][c:11]([C:12]([F:13])([F:14])[F:15])[n:16]([CH3:17])[n:18]1.[F:1][c:2]1[c:3]([N+:19]([O-:21])=[O:22])[cH:4][c:5]([F:6])[cH:7][c:8]1-[c:9]1[cH:10][c:11]([C:12]([F:13])([F:14])[F:15])[n:16]([CH3:17])[n:18]1.[F:1][c:2]1[cH:3][cH:4][c:5]([F:6])[c:7]([N+:19]([O-:21])=[O:22])[c:8]1-[c:9]1[cH:10][c:11]([C:12]([F:13])([F:14])[F:15])[n:16]([CH3:17])[n:18]1.[F:1][c:2]1[cH:3][cH:4][c:5]([F:6])[cH:7][c:8]1-[c:9]1[c:10]([N+:19]([O-:21])=[O:22])[c:11]([C:12]([F:13])([F:14])[F:15])[n:16]([CH3:17])[n:18]1,US05281571
218,142639,[Br:1][N:2]1[C:3](=[O:4])[CH2:5][CH2:6][C:7]1=[O:8].[CH2:9]([O:10][c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1-[c:17]1[nH:18][c:19](=[O:20])[c:21]2[n:22]([CH3:23])[n:24][c:25]([CH2:26][CH2:27][CH3:28])[c:29]2[n:30]1)[CH2:31][CH3:32]>CN(C)C=O>[Br:1][c:14]1[cH:13][cH:12][c:11]([O:10][CH2:9][CH2:31][CH3:32])[c:16](-[c:17]2[nH:18][c:19](=[O:20])[c:21]3[n:22]([CH3:23])[n:24][c:25]([CH2:26][CH2:27][CH3:28])[c:29]3[n:30]2)[cH:15]1,[Br:1][c:14]1[cH:13][cH:12][c:11]([O:10][CH2:9][CH2:31][CH3:32])[c:16](-[c:17]2[nH:18][c:19](=[O:20])[c:21]3[n:22]([CH3:23])[n:24][c:25]([CH2:26][CH2:27][CH3:28])[c:29]3[n:30]2)[cH:15]1.[Br:1][c:12]1[c:11]([O:10][CH2:9][CH2:31][CH3:32])[c:16](-[c:17]2[nH:18][c:19](=[O:20])[c:21]3[n:22]([CH3:23])[n:24][c:25]([CH2:26][CH2:27][CH3:28])[c:29]3[n:30]2)[cH:15][cH:14][cH:13]1.[Br:1][c:13]1[cH:12][c:11]([O:10][CH2:9][CH2:31][CH3:32])[c:16](-[c:17]2[nH:18][c:19](=[O:20])[c:21]3[n:22]([CH3:23])[n:24][c:25]([CH2:26][CH2:27][CH3:28])[c:29]3[n:30]2)[cH:15][cH:14]1.[Br:1][c:15]1[cH:14][cH:13][cH:12][c:11]([O:10][CH2:9][CH2:31][CH3:32])[c:16]1-[c:17]1[nH:18][c:19](=[O:20])[c:21]2[n:22]([CH3:23])[n:24][c:25]([CH2:26][CH2:27][CH3:28])[c:29]2[n:30]1,US05272147
219,143704,[Cl:1][c:2]1[c:3]([O:4][CH3:5])[cH:6][c:7](-[c:8]2[cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[n:15]([CH:16]([CH3:17])[CH3:18])[n:19]2)[c:20]([F:21])[cH:22]1.[Cl:23][N:24]1[C:25](=[O:26])[CH2:27][CH2:28][C:29]1=[O:30]>CN(C)C=O>[Cl:1][c:2]1[c:3]([O:4][CH3:5])[cH:6][c:7](-[c:8]2[c:9]([Cl:23])[c:10]([C:11]([F:12])([F:13])[F:14])[n:15]([CH:16]([CH3:17])[CH3:18])[n:19]2)[c:20]([F:21])[cH:22]1,[Cl:1][c:2]1[c:3]([O:4][CH3:5])[cH:6][c:7](-[c:8]2[c:9]([Cl:23])[c:10]([C:11]([F:12])([F:13])[F:14])[n:15]([CH:16]([CH3:17])[CH3:18])[n:19]2)[c:20]([F:21])[cH:22]1.[Cl:1][c:2]1[c:3]([O:4][CH3:5])[cH:6][c:7](-[c:8]2[cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[n:15]([CH:16]([CH3:17])[CH3:18])[n:19]2)[c:20]([F:21])[c:22]1[Cl:23].[Cl:1][c:2]1[c:3]([O:4][CH3:5])[c:6]([Cl:23])[c:7](-[c:8]2[cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[n:15]([CH:16]([CH3:17])[CH3:18])[n:19]2)[c:20]([F:21])[cH:22]1,US05281571
220,143706,[Br:1][c:2]1[c:3](-[c:4]2[cH:5][c:6]([F:7])[cH:8][cH:9][c:10]2[F:11])[n:12][n:13]([CH3:14])[c:15]1[C:16]([F:17])([F:18])[F:19].[N+:20]([O-:21])([OH:22])=[O:23]>>[Br:1][c:2]1[c:3](-[c:4]2[cH:5][c:6]([F:7])[c:8]([N+:20]([O-:22])=[O:23])[cH:9][c:10]2[F:11])[n:12][n:13]([CH3:14])[c:15]1[C:16]([F:17])([F:18])[F:19],[Br:1][c:2]1[c:3](-[c:4]2[cH:5][c:6]([F:7])[c:8]([N+:20]([O-:22])=[O:23])[cH:9][c:10]2[F:11])[n:12][n:13]([CH3:14])[c:15]1[C:16]([F:17])([F:18])[F:19].[Br:1][c:2]1[c:3](-[c:4]2[c:5]([N+:20]([O-:22])=[O:23])[c:6]([F:7])[cH:8][cH:9][c:10]2[F:11])[n:12][n:13]([CH3:14])[c:15]1[C:16]([F:17])([F:18])[F:19].[Br:1][c:2]1[c:3](-[c:4]2[cH:5][c:6]([F:7])[cH:8][c:9]([N+:20]([O-:22])=[O:23])[c:10]2[F:11])[n:12][n:13]([CH3:14])[c:15]1[C:16]([F:17])([F:18])[F:19],US05281571
221,144218,[C:1]([NH:2][c:3]1[s:4][c:5]([CH:6]([CH3:7])[CH3:8])[cH:9][cH:10]1)([C:11]([O:12][CH2:13][CH3:14])=[O:15])=[O:16].[N+:17]([O-:18])([OH:19])=[O:20]>C(OC(=O)C)(=O)C.C(O)(=O)C>[C:1]([NH:2][c:3]1[s:4][c:5]([CH:6]([CH3:7])[CH3:8])[cH:9][c:10]1[N+:17]([O-:19])=[O:20])([C:11]([O:12][CH2:13][CH3:14])=[O:15])=[O:16],[C:1]([NH:2][c:3]1[s:4][c:5]([CH:6]([CH3:7])[CH3:8])[cH:9][c:10]1[N+:17]([O-:19])=[O:20])([C:11]([O:12][CH2:13][CH3:14])=[O:15])=[O:16].[C:1]([NH:2][c:3]1[s:4][c:5]([CH:6]([CH3:7])[CH3:8])[c:9]([N+:17]([O-:19])=[O:20])[cH:10]1)([C:11]([O:12][CH2:13][CH3:14])=[O:15])=[O:16],US05284847
222,143703,[F:1][c:2]1[cH:3][c:4]([N+:5]([O-:6])=[O:7])[c:8]([F:9])[cH:10][c:11]1-[c:12]1[cH:13][c:14]([C:15]([F:16])([F:17])[F:18])[n:19]([CH3:20])[n:21]1.[S:22]([Cl:23])([Cl:24])(=[O:25])=[O:26]>C(O)(=O)C.O>[F:1][c:2]1[cH:3][c:4]([N+:5]([O-:6])=[O:7])[c:8]([F:9])[cH:10][c:11]1-[c:12]1[c:13]([Cl:23])[c:14]([C:15]([F:16])([F:17])[F:18])[n:19]([CH3:20])[n:21]1,[F:1][c:2]1[cH:3][c:4]([N+:5]([O-:6])=[O:7])[c:8]([F:9])[cH:10][c:11]1-[c:12]1[c:13]([Cl:23])[c:14]([C:15]([F:16])([F:17])[F:18])[n:19]([CH3:20])[n:21]1.[F:1][c:2]1[c:3]([Cl:23])[c:4]([N+:5]([O-:6])=[O:7])[c:8]([F:9])[cH:10][c:11]1-[c:12]1[cH:13][c:14]([C:15]([F:16])([F:17])[F:18])[n:19]([CH3:20])[n:21]1.[F:1][c:2]1[cH:3][c:4]([N+:5]([O-:6])=[O:7])[c:8]([F:9])[c:10]([Cl:23])[c:11]1-[c:12]1[cH:13][c:14]([C:15]([F:16])([F:17])[F:18])[n:19]([CH3:20])[n:21]1,US05281571
223,144220,[C:1]([NH:2][c:3]1[s:4][c:5](-[c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[cH:12][cH:13]1)([C:14]([O:15][CH2:16][CH3:17])=[O:18])=[O:19].[N+:20]([O-:21])([OH:22])=[O:23]>C(OC(=O)C)(=O)C.C(O)(=O)C>[C:1]([NH:2][c:3]1[s:4][c:5](-[c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[cH:12][c:13]1[N+:20]([O-:22])=[O:23])([C:14]([O:15][CH2:16][CH3:17])=[O:18])=[O:19],[C:1]([NH:2][c:3]1[s:4][c:5](-[c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[cH:12][c:13]1[N+:20]([O-:22])=[O:23])([C:14]([O:15][CH2:16][CH3:17])=[O:18])=[O:19].[C:1]([NH:2][c:3]1[s:4][c:5](-[c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[c:12]([N+:20]([O-:22])=[O:23])[cH:13]1)([C:14]([O:15][CH2:16][CH3:17])=[O:18])=[O:19].[C:1]([NH:2][c:3]1[s:4][c:5](-[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[N+:20]([O-:22])=[O:23])[cH:12][cH:13]1)([C:14]([O:15][CH2:16][CH3:17])=[O:18])=[O:19].[C:1]([NH:2][c:3]1[s:4][c:5](-[c:6]2[cH:7][cH:8][cH:9][c:10]([N+:20]([O-:22])=[O:23])[cH:11]2)[cH:12][cH:13]1)([C:14]([O:15][CH2:16][CH3:17])=[O:18])=[O:19].[C:1]([NH:2][c:3]1[s:4][c:5](-[c:6]2[cH:7][cH:8][c:9]([N+:20]([O-:22])=[O:23])[cH:10][cH:11]2)[cH:12][cH:13]1)([C:14]([O:15][CH2:16][CH3:17])=[O:18])=[O:19],US05284847
224,144730,[F:1][c:2]1[cH:3][c:4]([CH2:5][C:6]([OH:7])=[O:8])[cH:9][c:10]([F:11])[cH:12]1.[N+:13]([O-:14])([OH:15])=[O:16]>OS(O)(=O)=O>[F:1][c:2]1[cH:3][c:4]([CH2:5][C:6]([OH:7])=[O:8])[c:9]([N+:13]([O-:15])=[O:16])[c:10]([F:11])[cH:12]1,[F:1][c:2]1[cH:3][c:4]([CH2:5][C:6]([OH:7])=[O:8])[c:9]([N+:13]([O-:15])=[O:16])[c:10]([F:11])[cH:12]1.[F:1][c:2]1[cH:3][c:4]([CH2:5][C:6]([OH:7])=[O:8])[cH:9][c:10]([F:11])[c:12]1[N+:13]([O-:15])=[O:16],US05290814
225,145197,[Cl:1][c:2]1[c:3]([Cl:4])[cH:5][cH:6][c:7]([Cl:8])[c:9]1[C:10]([OH:11])=[O:12].[N+:13]([O-:14])([OH:15])=[O:16]>S(=O)(=O)(O)O>[Cl:1][c:2]1[c:3]([Cl:4])[cH:5][c:6]([N+:13]([O-:15])=[O:16])[c:7]([Cl:8])[c:9]1[C:10]([OH:11])=[O:12],[Cl:1][c:2]1[c:3]([Cl:4])[cH:5][c:6]([N+:13]([O-:15])=[O:16])[c:7]([Cl:8])[c:9]1[C:10]([OH:11])=[O:12].[Cl:1][c:2]1[c:3]([Cl:4])[c:5]([N+:13]([O-:15])=[O:16])[cH:6][c:7]([Cl:8])[c:9]1[C:10]([OH:11])=[O:12],US05294631
226,145416,[Br:1][Br:2].[NH2:3][c:4]1[cH:5][cH:6][c:7]([CH3:8])[cH:9][n:10]1>C(Cl)Cl>[Br:2][c:5]1[c:4]([NH2:3])[n:10][cH:9][c:7]([CH3:8])[cH:6]1,[Br:2][c:5]1[c:4]([NH2:3])[n:10][cH:9][c:7]([CH3:8])[cH:6]1.[Br:2][c:6]1[cH:5][c:4]([NH2:3])[n:10][cH:9][c:7]1[CH3:8].[Br:2][c:9]1[c:7]([CH3:8])[cH:6][cH:5][c:4]([NH2:3])[n:10]1,US05296486
227,147485,[C:1]([c:2]1[cH:3][cH:4][c:5]([OH:6])[cH:7][cH:8]1)(=[O:9])[CH3:10].[N+:11]([O-:12])([OH:13])=[O:14]>S(=O)(=O)(O)O>[C:1]([c:2]1[cH:3][cH:4][c:5]([OH:6])[c:7]([N+:11]([O-:13])=[O:14])[cH:8]1)(=[O:9])[CH3:10],[C:1]([c:2]1[cH:3][cH:4][c:5]([OH:6])[c:7]([N+:11]([O-:13])=[O:14])[cH:8]1)(=[O:9])[CH3:10].[C:1]([c:2]1[cH:3][cH:4][c:5]([OH:6])[cH:7][c:8]1[N+:11]([O-:13])=[O:14])(=[O:9])[CH3:10],US05318720
228,149415,[Br:1][Br:2].[nH:3]1[cH:4][cH:5][c:6](=[O:7])[nH:8][c:9]1=[O:10]>C(O)(=O)C>[Br:1][c:5]1[cH:4][nH:3][c:9](=[O:10])[nH:8][c:6]1=[O:7],[Br:1][c:5]1[cH:4][nH:3][c:9](=[O:10])[nH:8][c:6]1=[O:7].[Br:1][c:4]1[nH:3][c:9](=[O:10])[nH:8][c:6](=[O:7])[cH:5]1,US05340701
229,145255,[Cl:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[CH2:8][n:9]1[c:10]2[n:11][c:12](-[c:13]3[cH:14][cH:15][n:16][cH:17][cH:18]3)[n:19][c:20](=[O:21])[c:22]-2[c:23]([CH3:24])[nH:25]1.[N+:26]([O-:27])([OH:28])=[O:29]>>[Cl:1][c:2]1[cH:3][cH:4][c:5]([N+:26]([O-:28])=[O:29])[cH:6][c:7]1[CH2:8][n:9]1[c:10]2[n:11][c:12](-[c:13]3[cH:14][cH:15][n:16][cH:17][cH:18]3)[n:19][c:20](=[O:21])[c:22]-2[c:23]([CH3:24])[nH:25]1,[Cl:1][c:2]1[cH:3][cH:4][c:5]([N+:26]([O-:28])=[O:29])[cH:6][c:7]1[CH2:8][n:9]1[c:10]2[n:11][c:12](-[c:13]3[cH:14][cH:15][n:16][cH:17][cH:18]3)[n:19][c:20](=[O:21])[c:22]-2[c:23]([CH3:24])[nH:25]1.[Cl:1][c:2]1[c:3]([N+:26]([O-:28])=[O:29])[cH:4][cH:5][cH:6][c:7]1[CH2:8][n:9]1[c:10]2[n:11][c:12](-[c:13]3[cH:14][cH:15][n:16][cH:17][cH:18]3)[n:19][c:20](=[O:21])[c:22]-2[c:23]([CH3:24])[nH:25]1.[Cl:1][c:2]1[cH:3][c:4]([N+:26]([O-:28])=[O:29])[cH:5][cH:6][c:7]1[CH2:8][n:9]1[c:10]2[n:11][c:12](-[c:13]3[cH:14][cH:15][n:16][cH:17][cH:18]3)[n:19][c:20](=[O:21])[c:22]-2[c:23]([CH3:24])[nH:25]1.[Cl:1][c:2]1[cH:3][cH:4][cH:5][c:6]([N+:26]([O-:28])=[O:29])[c:7]1[CH2:8][n:9]1[c:10]2[n:11][c:12](-[c:13]3[cH:14][cH:15][n:16][cH:17][cH:18]3)[n:19][c:20](=[O:21])[c:22]-2[c:23]([CH3:24])[nH:25]1.[Cl:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[CH2:8][n:9]1[c:10]2[n:11][c:12](-[c:13]3[cH:14][cH:15][n:16][cH:17][c:18]3[N+:26]([O-:28])=[O:29])[n:19][c:20](=[O:21])[c:22]-2[c:23]([CH3:24])[nH:25]1.[Cl:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[CH2:8][n:9]1[c:10]2[n:11][c:12](-[c:13]3[cH:14][cH:15][n:16][c:17]([N+:26]([O-:28])=[O:29])[cH:18]3)[n:19][c:20](=[O:21])[c:22]-2[c:23]([CH3:24])[nH:25]1,US05294612
230,148542,[C:1]([OH:2])(=[O:3])[c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[O:10][CH2:11][O:12]2.[N+:13]([O-:14])([OH:15])=[O:16]>O>[C:1]([OH:2])(=[O:3])[c:4]1[c:5]([N+:13]([O-:15])=[O:16])[cH:6][c:7]2[c:8]([cH:9]1)[O:10][CH2:11][O:12]2,[C:1]([OH:2])(=[O:3])[c:4]1[c:5]([N+:13]([O-:15])=[O:16])[cH:6][c:7]2[c:8]([cH:9]1)[O:10][CH2:11][O:12]2.[C:1]([OH:2])(=[O:3])[c:4]1[cH:5][cH:6][c:7]2[c:8]([c:9]1[N+:13]([O-:15])=[O:16])[O:10][CH2:11][O:12]2.[C:1]([OH:2])(=[O:3])[c:4]1[cH:5][c:6]([N+:13]([O-:15])=[O:16])[c:7]2[c:8]([cH:9]1)[O:10][CH2:11][O:12]2,US05332735
231,145858,[Br:1][N:2]1[C:3](=[O:4])[CH2:5][CH2:6][C:7]1=[O:8].[c:9]1(-[c:10]2[nH:11][c:12](=[O:13])[cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[n:20]2)[cH:21][cH:22][cH:23][cH:24][cH:25]1>C(O)(=O)C>[Br:1][c:14]1[c:12](=[O:13])[nH:11][c:10](-[c:9]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[n:20][c:15]1[C:16]([F:17])([F:18])[F:19],[Br:1][c:14]1[c:12](=[O:13])[nH:11][c:10](-[c:9]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[n:20][c:15]1[C:16]([F:17])([F:18])[F:19].[Br:1][c:25]1[c:9](-[c:10]2[nH:11][c:12](=[O:13])[cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[n:20]2)[cH:21][cH:22][cH:23][cH:24]1.[Br:1][c:24]1[cH:23][cH:22][cH:21][c:9](-[c:10]2[nH:11][c:12](=[O:13])[cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[n:20]2)[cH:25]1.[Br:1][c:23]1[cH:22][cH:21][c:9](-[c:10]2[nH:11][c:12](=[O:13])[cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[n:20]2)[cH:25][cH:24]1,US05300477
232,145861,[CH2:1]([c:2]1[n:3][c:4](-[c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[nH:11][c:12](=[O:13])[cH:14]1)[CH3:15].[Cl:16][N:17]1[C:18](=[O:19])[CH2:20][CH2:21][C:22]1=[O:23]>C(O)(=O)C>[CH2:1]([c:2]1[n:3][c:4](-[c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[nH:11][c:12](=[O:13])[c:14]1[Cl:16])[CH3:15],[CH2:1]([c:2]1[n:3][c:4](-[c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[nH:11][c:12](=[O:13])[c:14]1[Cl:16])[CH3:15].[CH2:1]([c:2]1[n:3][c:4](-[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[Cl:16])[nH:11][c:12](=[O:13])[cH:14]1)[CH3:15].[CH2:1]([c:2]1[n:3][c:4](-[c:5]2[cH:6][cH:7][cH:8][c:9]([Cl:16])[cH:10]2)[nH:11][c:12](=[O:13])[cH:14]1)[CH3:15].[CH2:1]([c:2]1[n:3][c:4](-[c:5]2[cH:6][cH:7][c:8]([Cl:16])[cH:9][cH:10]2)[nH:11][c:12](=[O:13])[cH:14]1)[CH3:15],US05300477
233,150113,[Cl:1][N:2]1[C:3](=[O:4])[CH2:5][CH2:6][C:7]1=[O:8].[NH2:9][c:10]1[c:11]2[c:12]([cH:13][cH:14][c:15]1[F:16])[O:17][CH2:18][CH2:19][O:20]2>CN(C)C=O>[Cl:1][c:13]1[c:12]2[c:11]([c:10]([NH2:9])[c:15]([F:16])[cH:14]1)[O:20][CH2:19][CH2:18][O:17]2,[Cl:1][c:13]1[c:12]2[c:11]([c:10]([NH2:9])[c:15]([F:16])[cH:14]1)[O:20][CH2:19][CH2:18][O:17]2.[Cl:1][c:14]1[cH:13][c:12]2[c:11]([c:10]([NH2:9])[c:15]1[F:16])[O:20][CH2:19][CH2:18][O:17]2,US05346881
234,151131,[Br:1][Br:2].[CH2:3]([c:4]1[nH:5][c:6]2[n:7]([n:8][cH:9][cH:10]2)[c:11](=[O:12])[n:13]1)[CH2:14][CH2:15][CH3:16]>C(Cl)(Cl)Cl.C(O)(=O)C>[Br:2][c:10]1[c:6]2[nH:5][c:4]([CH2:3][CH2:14][CH2:15][CH3:16])[n:13][c:11](=[O:12])[n:7]2[n:8][cH:9]1,[Br:2][c:10]1[c:6]2[nH:5][c:4]([CH2:3][CH2:14][CH2:15][CH3:16])[n:13][c:11](=[O:12])[n:7]2[n:8][cH:9]1.[Br:2][c:9]1[n:8][n:7]2[c:6]([nH:5][c:4]([CH2:3][CH2:14][CH2:15][CH3:16])[n:13][c:11]2=[O:12])[cH:10]1,US05358947
